-182.686, 78.160, 1.962,  1.765
-182.660, 78.101, 1.926,  1.798
-182.635, 78.043, 1.884,  1.831
-182.610, 77.987, 1.837,  1.864
-182.587, 77.934, 1.763,  1.897
-182.565, 77.881, 1.706,  1.930
-182.543, 77.831, 1.659,  1.963
-182.521, 77.781, 1.625,  1.996
-182.500, 77.732, 1.603,  2.029
-182.480, 77.683, 1.598,  2.062
-182.459, 77.633, 1.611,  2.095
-182.438, 77.583, 1.641,  2.128
-182.417, 77.531, 1.687,  2.161
-182.396, 77.476, 1.745,  2.194
-182.375, 77.420, 1.811,  2.227
-182.353, 77.361, 1.883,  2.260
-182.332, 77.299, 1.958,  2.293
-182.310, 77.235, 2.034,  2.326
-182.288, 77.168, 2.096,  2.359
-182.266, 77.101, 2.121,  2.392
-182.245, 77.033, 2.117,  2.425
-182.224, 76.966, 2.097,  2.458
-182.204, 76.900, 2.065,  2.491
-182.185, 76.835, 2.024,  2.524
-182.167, 76.772, 1.977,  2.557
-182.149, 76.711, 1.905,  2.590
-182.132, 76.651, 1.849,  2.623
-182.116, 76.594, 1.803,  2.656
-182.101, 76.537, 1.768,  2.689
-182.085, 76.481, 1.748,  2.722
-182.070, 76.424, 1.745,  2.755
-182.056, 76.367, 1.760,  2.788
-182.041, 76.309, 1.791,  2.821
-182.026, 76.250, 1.836,  2.854
-182.011, 76.188, 1.892,  2.887
-181.996, 76.125, 1.957,  2.920
-181.980, 76.059, 2.028,  2.953
-181.965, 75.990, 2.100,  2.986
-181.949, 75.919, 2.160,  3.019
-181.934, 75.848, 2.183,  3.052
-181.919, 75.776, 2.180,  3.085
-181.905, 75.705, 2.159,  3.118
-181.891, 75.636, 2.126,  3.151
-181.878, 75.567, 2.084,  3.184
-181.865, 75.501, 2.017,  3.217
-181.853, 75.437, 1.963,  3.250
-181.841, 75.374, 1.920,  3.283
-181.830, 75.312, 1.887,  3.316
-181.820, 75.250, 1.870,  3.349
-181.809, 75.189, 1.869,  3.382
-181.798, 75.127, 1.886,  3.415
-181.788, 75.064, 1.919,  3.448
-181.777, 74.999, 1.966,  3.481
-181.767, 74.932, 2.025,  3.514
-181.756, 74.863, 2.092,  3.547
-181.746, 74.791, 2.162,  3.580
-181.735, 74.718, 2.227,  3.613
-181.724, 74.642, 2.279,  3.646
-181.714, 74.566, 2.297,  3.679
-181.703, 74.490, 2.289,  3.712
-181.693, 74.415, 2.264,  3.745
-181.684, 74.341, 2.227,  3.778
-181.675, 74.269, 2.166,  3.811
-181.666, 74.199, 2.113,  3.844
-181.658, 74.131, 2.071,  3.877
-181.650, 74.063, 2.041,  3.910
-181.643, 73.996, 2.024,  3.943
-181.635, 73.929, 2.025,  3.976
-181.628, 73.861, 2.044,  4.009
-181.620, 73.793, 2.078,  4.042
-181.613, 73.722, 2.125,  4.075
-181.606, 73.650, 2.183,  4.108
-181.599, 73.575, 2.244,  4.141
-181.591, 73.498, 2.303,  4.174
-181.584, 73.420, 2.358,  4.207
-181.577, 73.340, 2.402,  4.240
-181.569, 73.260, 2.415,  4.273
-181.563, 73.180, 2.402,  4.306
-181.556, 73.101, 2.373,  4.339
-181.550, 73.023, 2.331,  4.372
-181.544, 72.948, 2.267,  4.405
-181.538, 72.874, 2.209,  4.438
-181.532, 72.803, 2.163,  4.471
-181.527, 72.732, 2.131,  4.504
-181.522, 72.662, 2.114,  4.537
-181.517, 72.591, 2.114,  4.570
-181.512, 72.520, 2.133,  4.603
-181.508, 72.448, 2.169,  4.636
-181.503, 72.374, 2.220,  4.669
-181.498, 72.299, 2.280,  4.702
-181.493, 72.221, 2.340,  4.735
-181.488, 72.141, 2.399,  4.768
-181.484, 72.059, 2.454,  4.801
-181.479, 71.975, 2.506,  4.834
-181.474, 71.891, 2.547,  4.867
-181.470, 71.805, 2.557,  4.900
-181.465, 71.721, 2.542,  4.933
-181.461, 71.637, 2.509,  4.966
-181.457, 71.555, 2.454,  4.999
-181.453, 71.475, 2.400,  5.032
-181.450, 71.397, 2.355,  5.065
-181.446, 71.320, 2.323,  5.098
-181.443, 71.243, 2.309,  5.131
-181.440, 71.166, 2.313,  5.164
-181.436, 71.089, 2.333,  5.197
-181.433, 71.010, 2.367,  5.230
-181.430, 70.930, 2.410,  5.263
-181.427, 70.848, 2.458,  5.296
-181.424, 70.764, 2.508,  5.329
-181.421, 70.679, 2.557,  5.362
-181.418, 70.592, 2.605,  5.395
-181.415, 70.504, 2.650,  5.428
-181.412, 70.415, 2.685,  5.461
-181.409, 70.325, 2.691,  5.494
-181.406, 70.236, 2.672,  5.527
-181.404, 70.148, 2.635,  5.560
-181.401, 70.062, 2.576,  5.593
-181.399, 69.978, 2.519,  5.626
-181.397, 69.896, 2.470,  5.659
-181.394, 69.815, 2.434,  5.692
-181.392, 69.735, 2.416,  5.725
-181.390, 69.654, 2.418,  5.758
-181.388, 69.573, 2.438,  5.791
-181.386, 69.491, 2.472,  5.824
-181.385, 69.407, 2.515,  5.857
-181.383, 69.322, 2.564,  5.890
-181.381, 69.235, 2.615,  5.923
-181.379, 69.146, 2.666,  5.956
-181.377, 69.055, 2.716,  5.989
-181.375, 68.963, 2.764,  6.022
-181.374, 68.870, 2.809,  6.055
-181.372, 68.775, 2.844,  6.088
-181.370, 68.680, 2.849,  6.121
-181.369, 68.585, 2.828,  6.154
-181.367, 68.492, 2.789,  6.187
-181.366, 68.402, 2.728,  6.220
-181.364, 68.313, 2.668,  6.253
-181.363, 68.226, 2.615,  6.286
-181.362, 68.140, 2.576,  6.319
-181.360, 68.055, 2.554,  6.352
-181.359, 67.970, 2.551,  6.385
-181.358, 67.885, 2.569,  6.418
-181.357, 67.798, 2.602,  6.451
-181.356, 67.710, 2.644,  6.484
-181.355, 67.620, 2.693,  6.517
-181.354, 67.529, 2.745,  6.550
-181.353, 67.436, 2.798,  6.583
-181.352, 67.341, 2.851,  6.616
-181.351, 67.244, 2.901,  6.649
-181.350, 67.146, 2.949,  6.682
-181.349, 67.046, 2.993,  6.715
-181.348, 66.945, 3.026,  6.748
-181.347, 66.844, 3.030,  6.781
-181.346, 66.744, 3.007,  6.814
-181.345, 66.645, 2.964,  6.847
-181.344, 66.548, 2.901,  6.880
-181.344, 66.454, 2.838,  6.913
-181.343, 66.361, 2.781,  6.946
-181.342, 66.270, 2.738,  6.979
-181.342, 66.180, 2.711,  7.012
-181.341, 66.090, 2.704,  7.045
-181.340, 66.000, 2.718,  7.078
-181.340, 65.908, 2.749,  7.111
-181.339, 65.815, 2.791,  7.144
-181.339, 65.721, 2.840,  7.177
-181.338, 65.624, 2.893,  7.210
-181.338, 65.526, 2.948,  7.243
-181.337, 65.426, 3.003,  7.276
-181.337, 65.324, 3.056,  7.309
-181.336, 65.220, 3.107,  7.342
-181.336, 65.115, 3.154,  7.375
-181.335, 65.009, 3.197,  7.408
-181.335, 64.901, 3.230,  7.441
-181.334, 64.794, 3.233,  7.474
-181.334, 64.687, 3.207,  7.507
-181.334, 64.581, 3.158,  7.540
-181.333, 64.478, 3.103,  7.573
-181.333, 64.377, 3.051,  7.606
-181.333, 64.277, 3.009,  7.639
-181.332, 64.177, 2.981,  7.672
-181.332, 64.079, 2.972,  7.705
-181.332, 63.979, 2.981,  7.738
-181.332, 63.879, 3.006,  7.771
-181.331, 63.778, 3.040,  7.804
-181.331, 63.675, 3.081,  7.837
-181.331, 63.571, 3.127,  7.870
-181.331, 63.465, 3.174,  7.903
-181.330, 63.358, 3.222,  7.936
-181.330, 63.249, 3.269,  7.969
-181.330, 63.139, 3.315,  8.002
-181.330, 63.027, 3.357,  8.035
-181.330, 62.914, 3.396,  8.068
-181.330, 62.800, 3.431,  8.101
-181.329, 62.684, 3.457,  8.134
-181.329, 62.569, 3.453,  8.167
-181.329, 62.455, 3.420,  8.200
-181.329, 62.343, 3.366,  8.233
-181.329, 62.233, 3.306,  8.266
-181.329, 62.125, 3.249,  8.299
-181.329, 62.018, 3.201,  8.332
-181.329, 61.913, 3.167,  8.365
-181.329, 61.808, 3.153,  8.398
-181.328, 61.703, 3.158,  8.431
-181.328, 61.597, 3.179,  8.464
-181.328, 61.490, 3.213,  8.497
-181.328, 61.382, 3.254,  8.530
-181.328, 61.272, 3.301,  8.563
-181.328, 61.160, 3.351,  8.596
-181.328, 61.046, 3.403,  8.629
-181.328, 60.931, 3.453,  8.662
-181.328, 60.815, 3.502,  8.695
-181.328, 60.696, 3.549,  8.728
-181.328, 60.577, 3.592,  8.761
-181.328, 60.456, 3.632,  8.794
-181.328, 60.334, 3.668,  8.827
-181.328, 60.211, 3.693,  8.860
-181.328, 60.088, 3.689,  8.893
-181.328, 59.966, 3.654,  8.926
-181.328, 59.846, 3.598,  8.959
-181.328, 59.728, 3.536,  8.992
-181.328, 59.613, 3.475,  9.025
-181.328, 59.499, 3.423,  9.058
-181.328, 59.386, 3.385,  9.091
-181.328, 59.274, 3.365,  9.124
-181.328, 59.162, 3.365,  9.157
-181.328, 59.049, 3.384,  9.190
-181.328, 58.936, 3.417,  9.223
-181.328, 58.820, 3.458,  9.256
-181.328, 58.704, 3.506,  9.289
-181.328, 58.585, 3.558,  9.322
-181.328, 58.464, 3.612,  9.355
-181.328, 58.342, 3.666,  9.388
-181.329, 58.218, 3.719,  9.421
-181.329, 58.093, 3.769,  9.454
-181.329, 57.966, 3.816,  9.487
-181.329, 57.837, 3.860,  9.520
-181.329, 57.707, 3.899,  9.553
-181.329, 57.576, 3.934,  9.586
-181.329, 57.444, 3.964,  9.619
-181.329, 57.312, 3.984,  9.652
-181.329, 57.179, 3.974,  9.685
-181.329, 57.048, 3.937,  9.718
-181.329, 56.919, 3.886,  9.751
-181.329, 56.791, 3.832,  9.784
-181.329, 56.665, 3.784,  9.817
-181.329, 56.541, 3.746,  9.850
-181.330, 56.417, 3.724,  9.883
-181.330, 56.293, 3.720,  9.916
-181.330, 56.169, 3.732,  9.949
-181.330, 56.044, 3.756,  9.982
-181.330, 55.917, 3.789, 10.015
-181.330, 55.790, 3.829, 10.048
-181.330, 55.661, 3.872, 10.081
-181.330, 55.530, 3.917, 10.114
-181.330, 55.398, 3.962, 10.147
-181.330, 55.265, 4.007, 10.180
-181.330, 55.130, 4.051, 10.213
-181.330, 54.993, 4.091, 10.246
-181.330, 54.856, 4.130, 10.279
-181.331, 54.717, 4.165, 10.312
-181.331, 54.577, 4.196, 10.345
-181.331, 54.437, 4.224, 10.378
-181.331, 54.295, 4.249, 10.411
-181.331, 54.153, 4.271, 10.444
-181.331, 54.010, 4.290, 10.477
-181.331, 53.867, 4.307, 10.510
-181.331, 53.723, 4.321, 10.543
-181.331, 53.579, 4.334, 10.576
-181.331, 53.434, 4.345, 10.609
-181.331, 53.289, 4.354, 10.642
-181.331, 53.144, 4.363, 10.675
-181.331, 52.998, 4.372, 10.708
-181.332, 52.853, 4.380, 10.741
-181.332, 52.706, 4.388, 10.774
-181.332, 52.560, 4.396, 10.807
-181.332, 52.413, 4.404, 10.840
-181.332, 52.267, 4.412, 10.873
-181.332, 52.119, 4.421, 10.906
-181.332, 51.972, 4.430, 10.939
-181.332, 51.824, 4.440, 10.972
-181.332, 51.676, 4.450, 11.005
-181.332, 51.527, 4.461, 11.038
-181.332, 51.378, 4.472, 11.071
-181.332, 51.229, 4.483, 11.104
-181.332, 51.079, 4.495, 11.137
-181.333, 50.929, 4.507, 11.170
-181.333, 50.778, 4.520, 11.203
-181.333, 50.627, 4.532, 11.236
-181.333, 50.476, 4.545, 11.269
-181.333, 50.324, 4.558, 11.302
-181.333, 50.172, 4.571, 11.335
-181.333, 50.019, 4.585, 11.368
-181.333, 49.866, 4.598, 11.401
-181.333, 49.712, 4.611, 11.434
-181.333, 49.558, 4.625, 11.467
-181.333, 49.404, 4.638, 11.500
-181.333, 49.249, 4.652, 11.533
-181.333, 49.093, 4.666, 11.566
-181.333, 48.937, 4.679, 11.599
-181.333, 48.781, 4.693, 11.632
-181.333, 48.624, 4.706, 11.665
-181.333, 48.467, 4.720, 11.698
-181.333, 48.309, 4.733, 11.731
-181.333, 48.151, 4.747, 11.764
-181.333, 47.993, 4.760, 11.797
-181.333, 47.834, 4.774, 11.830
-181.333, 47.674, 4.788, 11.863
-181.333, 47.514, 4.801, 11.896
-181.333, 47.354, 4.815, 11.929
-181.333, 47.193, 4.829, 11.962
-181.333, 47.032, 4.843, 11.995
-181.333, 46.870, 4.857, 12.028
-181.333, 46.708, 4.871, 12.061
-181.333, 46.545, 4.885, 12.094
-181.333, 46.382, 4.899, 12.127
-181.333, 46.218, 4.913, 12.160
-181.333, 46.054, 4.927, 12.193
-181.333, 45.889, 4.941, 12.226
-181.333, 45.724, 4.956, 12.259
-181.333, 45.559, 4.970, 12.292
-181.333, 45.393, 4.985, 12.325
-181.333, 45.226, 4.999, 12.358
-181.333, 45.059, 5.014, 12.391
-181.333, 44.892, 5.029, 12.424
-181.333, 44.724, 5.043, 12.457
-181.333, 44.555, 5.058, 12.490
-181.333, 44.386, 5.073, 12.523
-181.333, 44.217, 5.088, 12.556
-181.333, 44.047, 5.102, 12.589
-181.333, 43.877, 5.106, 12.622
-181.333, 43.707, 5.090, 12.655
-181.333, 43.538, 5.071, 12.688
-181.333, 43.370, 5.057, 12.721
-181.333, 43.202, 5.046, 12.754
-181.333, 43.034, 5.039, 12.787
-181.333, 42.866, 5.037, 12.820
-181.333, 42.698, 5.039, 12.853
-181.333, 42.530, 5.044, 12.886
-181.333, 42.362, 5.054, 12.919
-181.333, 42.193, 5.068, 12.952
-181.333, 42.023, 5.085, 12.985
-181.333, 41.853, 5.106, 13.018
-181.333, 41.682, 5.130, 13.051
-181.333, 41.510, 5.156, 13.084
-181.333, 41.337, 5.185, 13.117
-181.333, 41.164, 5.215, 13.150
-181.333, 40.989, 5.247, 13.183
-181.333, 40.813, 5.280, 13.216
-181.333, 40.636, 5.314, 13.249
-181.333, 40.458, 5.347, 13.282
-181.332, 40.279, 5.380, 13.315
-181.332, 40.098, 5.413, 13.348
-181.332, 39.917, 5.444, 13.381
-181.332, 39.735, 5.474, 13.414
-181.332, 39.552, 5.503, 13.447
-181.332, 39.368, 5.531, 13.480
-181.332, 39.183, 5.556, 13.513
-181.332, 38.997, 5.581, 13.546
-181.332, 38.810, 5.603, 13.579
-181.332, 38.623, 5.624, 13.612
-181.332, 38.435, 5.644, 13.645
-181.332, 38.247, 5.662, 13.678
-181.331, 38.057, 5.679, 13.711
-181.331, 37.868, 5.696, 13.744
-181.331, 37.678, 5.711, 13.777
-181.331, 37.487, 5.725, 13.810
-181.331, 37.296, 5.739, 13.843
-181.331, 37.105, 5.752, 13.876
-181.331, 36.913, 5.766, 13.909
-181.331, 36.720, 5.779, 13.942
-181.331, 36.527, 5.792, 13.975
-181.330, 36.334, 5.805, 14.008
-181.330, 36.140, 5.819, 14.041
-181.330, 35.946, 5.832, 14.074
-181.330, 35.751, 5.846, 14.107
-181.330, 35.556, 5.861, 14.140
-181.330, 35.360, 5.876, 14.173
-181.330, 35.164, 5.892, 14.206
-181.330, 34.968, 5.908, 14.239
-181.329, 34.770, 5.925, 14.272
-181.329, 34.572, 5.943, 14.305
-181.329, 34.374, 5.961, 14.338
-181.329, 34.175, 5.979, 14.371
-181.329, 33.975, 5.998, 14.404
-181.329, 33.774, 6.018, 14.437
-181.328, 33.573, 6.038, 14.470
-181.328, 33.372, 6.058, 14.503
-181.328, 33.169, 6.078, 14.536
-181.328, 32.966, 6.099, 14.569
-181.328, 32.762, 6.120, 14.602
-181.328, 32.558, 6.141, 14.635
-181.327, 32.353, 6.162, 14.668
-181.327, 32.147, 6.184, 14.701
-181.327, 31.940, 6.205, 14.734
-181.327, 31.733, 6.226, 14.767
-181.327, 31.525, 6.247, 14.800
-181.326, 31.316, 6.269, 14.833
-181.326, 31.107, 6.290, 14.866
-181.326, 30.896, 6.311, 14.899
-181.326, 30.686, 6.331, 14.932
-181.326, 30.474, 6.352, 14.965
-181.325, 30.262, 6.373, 14.998
-181.325, 30.049, 6.393, 15.031
-181.325, 29.836, 6.414, 15.064
-181.325, 29.621, 6.434, 15.097
-181.324, 29.406, 6.454, 15.130
-181.324, 29.191, 6.475, 15.163
-181.324, 28.975, 6.495, 15.196
-181.324, 28.758, 6.515, 15.229
-181.323, 28.540, 6.535, 15.262
-181.323, 28.322, 6.556, 15.295
-181.323, 28.103, 6.576, 15.328
-181.323, 27.883, 6.597, 15.361
-181.322, 27.663, 6.617, 15.394
-181.322, 27.442, 6.638, 15.427
-181.322, 27.220, 6.659, 15.460
-181.321, 26.998, 6.680, 15.493
-181.321, 26.774, 6.701, 15.526
-181.321, 26.551, 6.722, 15.559
-181.321, 26.326, 6.743, 15.592
-181.320, 26.101, 6.765, 15.625
-181.320, 25.875, 6.786, 15.658
-181.320, 25.648, 6.808, 15.691
-181.319, 25.421, 6.829, 15.724
-181.319, 25.193, 6.851, 15.757
-181.319, 24.964, 6.872, 15.790
-181.318, 24.734, 6.894, 15.823
-181.318, 24.504, 6.915, 15.856
-181.318, 24.273, 6.936, 15.889
-181.317, 24.041, 6.958, 15.922
-181.317, 23.809, 6.979, 15.955
-181.317, 23.576, 7.001, 15.988
-181.316, 23.342, 7.023, 16.021
-181.316, 23.107, 7.044, 16.054
-181.316, 22.872, 7.066, 16.087
-181.315, 22.636, 7.088, 16.120
-181.315, 22.399, 7.110, 16.153
-181.315, 22.162, 7.133, 16.186
-181.314, 21.923, 7.155, 16.219
-181.314, 21.684, 7.177, 16.252
-181.313, 21.444, 7.200, 16.285
-181.313, 21.204, 7.223, 16.318
-181.313, 20.963, 7.246, 16.351
-181.312, 20.721, 7.268, 16.384
-181.312, 20.478, 7.292, 16.417
-181.311, 20.234, 7.315, 16.450
-181.311, 19.990, 7.338, 16.483
-181.311, 19.745, 7.361, 16.516
-181.310, 19.499, 7.385, 16.549
-181.310, 19.252, 7.408, 16.582
-181.309, 19.004, 7.432, 16.615
-181.309, 18.756, 7.455, 16.648
-181.308, 18.507, 7.479, 16.681
-181.308, 18.257, 7.503, 16.714
-181.308, 18.006, 7.526, 16.747
-181.307, 17.755, 7.550, 16.780
-181.307, 17.503, 7.574, 16.813
-181.306, 17.250, 7.598, 16.846
-181.306, 16.996, 7.622, 16.879
-181.305, 16.741, 7.646, 16.912
-181.305, 16.486, 7.669, 16.945
-181.304, 16.230, 7.693, 16.978
-181.304, 15.972, 7.717, 17.011
-181.303, 15.715, 7.741, 17.044
-181.303, 15.456, 7.765, 17.077
-181.302, 15.197, 7.789, 17.110
-181.302, 14.936, 7.813, 17.143
-181.301, 14.675, 7.838, 17.176
-181.301, 14.413, 7.862, 17.209
-181.300, 14.151, 7.886, 17.242
-181.299, 13.887, 7.911, 17.275
-181.299, 13.623, 7.936, 17.308
-181.298, 13.358, 7.960, 17.341
-181.298, 13.092, 7.985, 17.374
-181.297, 12.825, 8.011, 17.407
-181.297, 12.557, 8.036, 17.440
-181.296, 12.289, 8.061, 17.473
-181.296, 12.019, 8.087, 17.506
-181.295, 11.749, 8.112, 17.539
-181.294, 11.478, 8.138, 17.572
-181.294, 11.206, 8.164, 17.605
-181.293, 10.933, 8.190, 17.638
-181.293, 10.660, 8.216, 17.671
-181.292, 10.385, 8.242, 17.704
-181.291, 10.110, 8.268, 17.737
-181.291, 9.834, 8.295, 17.770
-181.290, 9.556, 8.321, 17.803
-181.289, 9.278, 8.348, 17.836
-181.289, 8.999, 8.375, 17.869
-181.288, 8.720, 8.401, 17.902
-181.287, 8.439, 8.428, 17.935
-181.287, 8.157, 8.455, 17.968
-181.286, 7.875, 8.482, 18.001
-181.285, 7.591, 8.509, 18.034
-181.285, 7.307, 8.536, 18.067
-181.284, 7.022, 8.564, 18.100
-181.283, 6.736, 8.591, 18.133
-181.283, 6.448, 8.618, 18.166
-181.282, 6.160, 8.646, 18.199
-181.281, 5.872, 8.674, 18.232
-181.280, 5.582, 8.701, 18.265
-181.280, 5.291, 8.729, 18.298
-181.279, 4.999, 8.757, 18.331
-181.278, 4.707, 8.785, 18.364
-181.277, 4.413, 8.813, 18.397
-181.277, 4.119, 8.841, 18.430
-181.276, 3.823, 8.869, 18.463
-181.275, 3.527, 8.897, 18.496
-181.274, 3.230, 8.926, 18.529
-181.273, 2.931, 8.954, 18.562
-181.273, 2.632, 8.983, 18.595
-181.272, 2.332, 9.011, 18.628
-181.271, 2.031, 9.040, 18.661
-181.270, 1.729, 9.069, 18.694
-181.269, 1.426, 9.098, 18.727
-181.268, 1.122, 9.127, 18.760
-181.268, 0.817, 9.156, 18.793
-181.267, 0.511, 9.185, 18.826
-181.266, 0.204, 9.215, 18.859
-181.265, -0.104, 9.244, 18.892
-181.264, -0.413, 9.273, 18.925
-181.263, -0.723, 9.303, 18.958
-181.262, -1.033, 9.333, 18.991
-181.261, -1.345, 9.363, 19.024
-181.261, -1.658, 9.392, 19.057
-181.260, -1.972, 9.422, 19.090
-181.259, -2.287, 9.452, 19.123
-181.258, -2.603, 9.483, 19.156
-181.257, -2.920, 9.513, 19.189
-181.256, -3.237, 9.543, 19.222
-181.255, -3.556, 9.574, 19.255
-181.254, -3.876, 9.604, 19.288
-181.253, -4.197, 9.635, 19.321
-181.252, -4.519, 9.666, 19.354
-181.251, -4.842, 9.697, 19.387
-181.250, -5.166, 9.728, 19.420
-181.249, -5.491, 9.759, 19.453
-181.248, -5.817, 9.790, 19.486
-181.247, -6.144, 9.821, 19.519
-181.246, -6.472, 9.853, 19.552
-181.245, -6.802, 9.884, 19.585
-181.244, -7.132, 9.916, 19.618
-181.243, -7.463, 9.947, 19.651
-181.242, -7.796, 9.979, 19.684
-181.240, -8.129, 10.011, 19.717
-181.239, -8.464, 10.043, 19.750
-181.238, -8.799, 10.075, 19.783
-181.237, -9.136, 10.107, 19.816
-181.236, -9.474, 10.140, 19.849
-181.235, -9.812, 10.172, 19.882
-181.234, -10.152, 10.205, 19.915
-181.233, -10.493, 10.237, 19.948
-181.231, -10.835, 10.270, 19.981
-181.230, -11.179, 10.303, 20.014
-181.229, -11.523, 10.336, 20.047
-181.228, -11.868, 10.369, 20.080
-181.227, -12.215, 10.402, 20.113
-181.225, -12.562, 10.435, 20.146
-181.224, -12.911, 10.468, 20.179
-181.223, -13.261, 10.502, 20.212
-181.222, -13.612, 10.535, 20.245
-181.221, -13.964, 10.569, 20.278
-181.219, -14.317, 10.602, 20.311
-181.218, -14.671, 10.636, 20.344
-181.217, -15.026, 10.670, 20.377
-181.215, -15.383, 10.704, 20.410
-181.214, -15.741, 10.738, 20.443
-181.213, -16.099, 10.773, 20.476
-181.211, -16.459, 10.807, 20.509
-181.210, -16.820, 10.842, 20.542
-181.209, -17.183, 10.876, 20.575
-181.207, -17.546, 10.911, 20.608
-181.206, -17.911, 10.946, 20.641
-181.205, -18.276, 10.980, 20.674
-181.203, -18.643, 11.015, 20.707
-181.202, -19.011, 11.051, 20.740
-181.200, -19.381, 11.086, 20.773
-181.199, -19.751, 11.121, 20.806
-181.198, -20.123, 11.157, 20.839
-181.196, -20.495, 11.192, 20.872
-181.195, -20.869, 11.228, 20.905
-181.193, -21.245, 11.263, 20.938
-181.192, -21.621, 11.299, 20.971
-181.190, -21.999, 11.335, 21.004
-181.189, -22.377, 11.371, 21.037
-181.187, -22.757, 11.408, 21.070
-181.186, -23.138, 11.444, 21.103
-181.184, -23.521, 11.481, 21.136
-181.183, -23.904, 11.517, 21.169
-181.181, -24.289, 11.554, 21.202
-181.179, -24.675, 11.591, 21.235
-181.178, -25.063, 11.628, 21.268
-181.176, -25.451, 11.666, 21.301
-181.175, -25.841, 11.703, 21.334
-181.173, -26.232, 11.741, 21.367
-181.171, -26.624, 11.779, 21.400
-181.170, -27.018, 11.817, 21.433
-181.168, -27.413, 11.856, 21.466
-181.166, -27.809, 11.894, 21.499
-181.165, -28.207, 11.933, 21.532
-181.163, -28.605, 11.972, 21.565
-181.161, -29.005, 12.011, 21.598
-181.159, -29.407, 12.050, 21.631
-181.158, -29.809, 12.090, 21.664
-181.156, -30.213, 12.129, 21.697
-181.154, -30.619, 12.169, 21.730
-181.152, -31.025, 12.209, 21.763
-181.151, -31.433, 12.249, 21.796
-181.149, -31.843, 12.290, 21.829
-181.147, -32.253, 12.330, 21.862
-181.145, -32.665, 12.371, 21.895
-181.143, -33.079, 12.411, 21.928
-181.141, -33.494, 12.452, 21.961
-181.140, -33.910, 12.493, 21.994
-181.138, -34.327, 12.534, 22.027
-181.136, -34.746, 12.576, 22.060
-181.134, -35.166, 12.617, 22.093
-181.132, -35.588, 12.659, 22.126
-181.130, -36.011, 12.700, 22.159
-181.128, -36.435, 12.742, 22.192
-181.126, -36.861, 12.784, 22.225
-181.124, -37.288, 12.826, 22.258
-181.122, -37.717, 12.868, 22.291
-181.120, -38.147, 12.910, 22.324
-181.118, -38.578, 12.953, 22.357
-181.116, -39.011, 12.995, 22.390
-181.114, -39.445, 13.038, 22.423
-181.112, -39.881, 13.080, 22.456
-181.110, -40.318, 13.123, 22.489
-181.107, -40.757, 13.166, 22.522
-181.105, -41.197, 13.209, 22.555
-181.103, -41.638, 13.253, 22.588
-181.101, -42.081, 13.296, 22.621
-181.099, -42.525, 13.339, 22.654
-181.097, -42.971, 13.383, 22.687
-181.094, -43.418, 13.427, 22.720
-181.092, -43.867, 13.470, 22.753
-181.090, -44.317, 13.514, 22.786
-181.088, -44.769, 13.558, 22.819
-181.085, -45.222, 13.602, 22.852
-181.083, -45.676, 13.647, 22.885
-181.081, -46.132, 13.691, 22.918
-181.078, -46.590, 13.736, 22.951
-181.076, -47.049, 13.780, 22.984
-181.074, -47.509, 13.825, 23.017
-181.071, -47.971, 13.870, 23.050
